Sort-Nr.;BCNr;Teiln. IBAN-Tool;PZ-Vali-dierung;BC-NR IID;Land-code;Postkonto Input;Postkonto Output;SWIFT;e-mail-Adresse Bemerkungen für Entwickler;Mutations-datum;Hauptsitz;BC-Art;Bank/Institut;SIC;euro-sic;Sprache;Kurzbez.;Domizil;Postadresse;PLZ;Ort;Telefon;Fax;Vorwahl
1498;80626;1;0;80626;CH;19-1168-3;19-1168-3;;;20010817;80000;2;Banque Raiffeisen de Troistorrents;1;1;2;Raiffeisen;Place du Village 5;Case postale 49;1872;Troistorrents;024 476 87 38;024 476 87 39;
1499;80627;1;0;80627;CH;19-8178-2;19-8178-2;;;20021124;80000;2;Banque Raiffeisen de Val-d'Illiez-Champéry;1;1;2;Raiffeisen;Place Centrale;Case postale 55;1873;Val-d'Illiez;024 476 80 70;024 476 80 71;
1500;80631;0;;;;19-7445-7;;;;19980116;80000;2;Banque Raiffeisen de Vex;1;1;2;Raiffeisen;;Case postale 53;1981;Vex;027 207 20 27;027 207 20 28;
1501;80651;1;0;80651;CH;50-4106-2;50-4106-2;;;20021124;80000;2;Raiffeisenbank Auw;1;1;1;Raiffeisen;Sinserstrasse 2;Postfach 80;5644;Auw;056 677 70 30;056 677 70 31;
1502;80652;1;0;80652;CH;50-4883-5;50-4883-5;;;20031113;80000;2;Raiffeisenbank Böttstein;1;1;1;Raiffeisen;Hauptstrasse 18;Postfach;5314;Kleindöttingen;056 269 10 60;056 245 43 35;
1503;80653;0;;;;50-5609-1;;;;20000421;80000;2;Raiffeisenbank Dietwil;1;1;1;Raiffeisen;Vorderdorfstr. 2;;6042;Dietwil;041 787 30 30;041 787 30 60;
1504;80663;0;;;;50-10420-8;;;;20000426;80000;2;Raiffeisenbank Bözberg West;1;1;1;Raiffeisen;Oberzeiherstrasse 4;;5079;Zeihen;062 867 40 60;062 876 40 69;
1505;80663;0;;;;50-3223-2;;;;20000426;80000;2;Raiffeisenbank Bözberg West;1;1;1;Raiffeisen;Oberzeiherstrasse 4;;5079;Zeihen;062 867 40 60;062 876 40 69;
1506;80663;0;;;;50-3863-3;;;;20000426;80000;2;Raiffeisenbank Bözberg West;1;1;1;Raiffeisen;Oberzeiherstrasse 4;;5079;Zeihen;062 867 40 60;062 876 40 69;
1507;80663;0;;;;50-10302-3;;;;20000426;80000;2;Raiffeisenbank Bözberg West;1;1;1;Raiffeisen;Oberzeiherstrasse 4;;5079;Zeihen;062 867 40 60;062 876 40 69;
1508;80663;0;;;;50-16002-2;;;;20000426;80000;2;Raiffeisenbank Bözberg West;1;1;1;Raiffeisen;Oberzeiherstrasse 4;;5079;Zeihen;062 867 40 60;062 876 40 69;
1509;80664;0;;;;50-8732-6;;;;20000421;80000;2;Raiffeisenbank Wölflinswil-Oberhof;1;1;1;Raiffeisen;Dorfplatz;;5063;Wölflinswil;062 877 11 10;062 877 11 29;
1510;80666;1;0;80666;CH;50-14030-6;50-14030-6;;;20041023;80000;2;Raiffeisenbank an der Limmat;1;1;1;Raiffeisen;Bergstrasse 35a;;8962;Bergdietikon;044 744 54 54;044 744 54 55;
1511;80668;0;;;;50-4076-4;;;;20000421;80000;2;Raiffeisenbank Herznach-Ueken;1;1;1;Raiffeisen;Hauptstr. 37;;5027;Herznach;062 867 90 50;062 867 90 59;
1512;80669;1;0;80669;CH;50-5274-5;50-5274-5;;;20020614;80000;2;Raiffeisenbank Beinwil-Mühlau-Geltwil;1;1;1;Raiffeisen;Wiggwilerstrasse 1;Postfach 45;5637;Beinwil (Freiamt);056 668 16 71;056 668 16 22;
1513;80669;1;0;80669;CH;50-3803-9; 50-5274-5;;;20000421;80000;3;Raiffeisenbank Beinwil-Mühlau-Geltwil;1;1;1;Raiffeisen;;;5642;Mühlau;056 668 10 88;056 668 25 60;
1514;80670;1;0;80670;CH;50-9801-5;50-9801-5;;;20040724;80000;2;Raiffeisenbank Abtwil AG;1;1;1;Raiffeisen;Schulhausstr. 2;Postfach 12;5646;Abtwil AG;041 787 15 17;041 787 24 61;
1515;80673;1;0;80673;CH;50-2808-7;50-2808-7;;;20020721;80000;2;Raiffeisenbank Mutschellen-Reppischtal;1;1;1;Raiffeisen;Bellikerstrasse 8;Postfach 291;8964;Rudolfstetten;056 648 49 49;056 648 49 40;
1516;80673;1;0;80673;CH;50-7381-5; 50-2808-7;;;20041023;80000;3;Raiffeisenbank Mutschellen-Reppischtal;1;1;1;Raiffeisen;Zürcherstrasse 9;;8903;Birmensdorf ZH;044 739 80 40;044 739 80 50;
1517;80675;1;0;80675;CH;50-909-4;50-909-4;;;20010425;80000;2;Raiffeisenbank Boswil-Bünzen;1;1;1;Raiffeisen;Zentralstr. 18;;5623;Boswil;056 666 16 70;056 666 25 30;
1518;80675;1;0;80675;CH;50-3739-7; 50-909-4;;;20020829;80000;3;Raiffeisenbank Boswil-Bünzen;1;1;1;Raiffeisen;Moosweg 2;;5624;Bünzen;056 666 12 51;056 666 35 12;
1519;80683;1;0;80683;CH;50-6982-5;50-6982-5;;;20040401;80000;2;Raiffeisenbank Eiken;1;1;1;Raiffeisen;Schupfarterstrasse 7;Postfach 62;5074;Eiken;062 865 60 60;062 865 60 66;
1520;80689;1;0;80689;CH;50-13193-2;50-13193-2;;;20000517;80000;2;Raiffeisenbank Mettauertal;1;1;1;Raiffeisen;Galterstr. 3;;5272;Gansingen;062 867 20 70;062 867 20 79;
1521;80689;1;0;80689;CH;50-2223-4;50-13193-2;;;20000517;80000;2;Raiffeisenbank Mettauertal;1;1;1;Raiffeisen;Galterstr. 3;;5272;Gansingen;062 867 20 70;062 867 20 79;
1522;80689;1;0;80689;CH;50-10050-8;50-13193-2;;;20000517;80000;2;Raiffeisenbank Mettauertal;1;1;1;Raiffeisen;Galterstr. 3;;5272;Gansingen;062 867 20 70;062 867 20 79;
1523;80690;1;0;80690;CH;50-4158-4;50-4158-4;;;20000922;80000;2;Raiffeisenbank Wasserschloss;1;1;1;Raiffeisen;Unterriedenstr. 1;;5412;Gebenstorf;056 201 00 50;056 201 00 51;
1524;80691;1;0;80691;CH;50-2709-1;50-2709-1;;;20021124;80000;2;Raiffeisenbank Regio Frick;1;1;1;Raiffeisen;Landstrasse 40;Postfach 48;5073;Gipf-Oberfrick;062 865 88 10;062 871 93 79;
1525;80691;1;0;80691;CH;50-735-0; 50-2709-1;;;19980519;80000;3;Raiffeisenbank Regio Frick;1;1;1;Raiffeisen;;;5064;Wittnau;062 871 36 63;062 871 36 21;
1526;80691;1;0;80691;CH;50-2583-7; 50-2709-1;;;20000727;80000;3;Raiffeisenbank Regio Frick;1;1;1;Raiffeisen;Vorstadt 278;;5072;Oeschgen;062 871 31 31;062 871 02 32;
1527;80696;1;0;80696;CH;50-12428-3;50-12428-3;;;20040412;80000;2;Raiffeisenbank Regio Laufenburg;1;1;1;Raiffeisen;Mitteldorf 2;;5082;Kaisten;062 869 80 20;062 869 80 21;
1528;80698;1;0;80698;CH;50-2947-4;50-2947-4;;;20000719;80000;2;Raiffeisenbank Kölliken-Entfelden;1;1;1;Raiffeisen;Hauptstrasse 56;;5742;Kölliken;062 737 07 37;062 737 07 57;
1529;80698;1;0;80698;CH;50-3404-5; 50-2947-4;;;20010817;80000;3;Raiffeisenbank Kölliken-Entfelden;1;1;1;Raiffeisen;;;4814;Bottenwil;062 737 07 37;062 721 70 15;
1530;80698;1;0;80698;CH;50-3515-9; 50-2947-4;;;20010817;80000;3;Raiffeisenbank Kölliken-Entfelden;1;1;1;Raiffeisen;;Postfach 21;5036;Oberentfelden;062 737 07 37;062 737 46 56;
1531;80698;1;0;80698;CH;50-10600-3; 50-2947-4;;;20040422;80000;3;Raiffeisenbank Kölliken-Entfelden;1;1;1;Raiffeisen;Dorfchärn 1;;5037;Muhen;062 737 07 37;062 724 83 85;
1532;80698;1;0;80698;CH;50-14226-6; 50-2947-4;;;20010818;80000;3;Raiffeisenbank Kölliken-Entfelden;1;1;1;Raiffeisen;;;5001;Aarau;062 737 07 37;062 834 76 77;
1533;80700;1;0;80700;CH;50-4162-6;50-4162-6;;;20030601;80000;2;Raiffeisenbank Surbtal-Wehntal;1;1;1;Raiffeisen;Zürichstr. 5;;5426;Lengnau AG;056 266 57 00;056 266 57 29;
1534;80700;1;0;80700;CH;50-4300-4; 50-4162-6;;;20030601;80000;3;Raiffeisenbank Surbtal-Wehntal;1;1;1;Raiffeisen;Marktgasse 5;;5304;Endingen;056 266 57 40;056 266 57 59;
1535;80700;1;0;80700;CH;50-4473-7; 50-4162-6;;;20030601;80000;3;Raiffeisenbank Surbtal-Wehntal;1;1;1;Raiffeisen;;Postfach;5425;Schneisingen;056 266 57 60;056 266 57 79;
1536;80700;1;0;80700;CH;50-4605-2; 50-4162-6;;;20030601;80000;3;Raiffeisenbank Surbtal-Wehntal;1;1;1;Raiffeisen;;;5466;Kaiserstuhl AG;056 266 57 90;056 266 57 99;
1537;80700;1;0;80700;CH;; 50-4162-6;;;20030601;80000;3;Raiffeisenbank Surbtal-Wehntal;1;1;1;Raiffeisen;Staltig 1;;5306;Tegerfelden;056 266 57 30;056 266 57 39;
1538;80701;1;0;80701;CH;50-4467-0;50-4467-0;;;20040529;80000;2;Raiffeisenbank Aare-Rhein;1;1;1;Raiffeisen;Schulweg 1;Postfach 45;5316;Leuggern;056 268 60 70;056 268 60 99;
1539;80701;1;0;80701;CH;50-12352-7; 50-4467-0;;;20000419;80000;3;Raiffeisenbank Aare-Rhein;1;1;1;Raiffeisen;;;5322;Koblenz;056 267 50 00;056 267 50 09;
1540;80702;1;0;80702;CH;50-1608-1;50-1608-1;;;20040501;80000;2;Raiffeisenbank Kelleramt-Albis;1;1;1;Raiffeisen;;Postfach 75;8917;Oberlunkhofen;056 649 91 00;056 649 91 09;
1541;80702;1;0;80702;CH;50-2031-6; 50-1608-1;;;20000419;80000;3;Raiffeisenbank Kelleramt-Albis;1;1;1;Raiffeisen;;;8905;Arni AG;056 634 11 46;056 634 15 66;
1542;80702;1;0;80702;CH;50-3011-8; 50-1608-1;;;20000419;80000;3;Raiffeisenbank Kelleramt-Albis;1;1;1;Raiffeisen;;;8916;Jonen;056 634 11 73;056 634 41 80;
1543;80704;1;0;80704;CH;50-2675-8;50-2675-8;;;20050623;80000;2;Raiffeisenbank Aare-Reuss;1;1;1;Raiffeisen;Bahnhofstrasse 8;Postfach;5507;Mellingen;056 481 99 99;056 481 99 98;
1544;80704;1;0;80704;CH;50-8433-7; 50-2675-8;;;20050722;80000;3;Raiffeisenbank Aare-Reuss;1;1;1;Raiffeisen;;;5242;Lupfig;056 481 99 50;056 481 99 58;
1545;80705;1;0;80705;CH;50-2269-9;50-2269-9;;;20000419;80000;2;Raiffeisenbank Merenschwand-Obfelden;1;1;1;Raiffeisen;;Postfach 175;5634;Merenschwand;056 675 40 60;056 675 40 70;
1546;80706;1;0;80706;CH;40-10169-3;40-10169-3;;;20050903;80000;2;Raiffeisenbank Möhlin;1;1;1;Raiffeisen;Bachstrasse 4;Postfach 240;4313;Möhlin;061 855 46 46;061 855 46 47;
1547;80706;1;0;80706;CH;40-20112-3; 40-10169-3;;;20000419;80000;3;Raiffeisenbank Möhlin;1;1;1;Raiffeisen;;;4322;Mumpf;062 873 38 00;062 873 38 55;
1548;80706;1;0;80706;CH;50-3417-9; 40-10169-3;;;20020524;80000;3;Raiffeisenbank Möhlin;1;1;1;Raiffeisen;Schiffstrasse 16;;4323;Wallbach;061 861 15 65;061 861 13 51;
1549;80716;0;;;CH;50-3417-9;;;;20041023;80000;2;Raiffeisenbank Obersiggenthal;1;1;1;Raiffeisen;Hertensteinstr. 16;;5415;Nussbaumen AG;056 296 33 33;056 296 33 35;
1550;80718;0;;;;50-4082-4;;;;20050710;80000;2;Raiffeisenbank Reitnau;1;1;1;Raiffeisen;Weinhalden 244;;5057;Reitnau;062 738 80 80;062 738 80 89;
1551;80719;1;0;80719;CH;50-1084-4;50-1084-4;;;20030719;80000;2;Raiffeisenbank Rohrdorferberg-Fislisbach;1;1;1;Raiffeisen;Bremgartenstrasse 20;Postfach 60;5443;Niederrohrdorf;056 483 53 53;056 483 53 55;
1552;80719;1;0;80719;CH;50-1943-8; 50-1084-4;;;20030719;80000;3;Raiffeisenbank Rohrdorferberg-Fislisbach;1;1;1;Raiffeisen;;;5454;Bellikon;056 483 53 53;056 483 53 58;
1553;80719;1;0;80719;CH;50-10026-4; 50-1084-4;;;20030719;80000;3;Raiffeisenbank Rohrdorferberg-Fislisbach;1;1;1;Raiffeisen;;;5444;Künten;056 483 53 53;056 483 53 57;
1554;80721;1;0;80721;CH;50-5311-2;50-5311-2;;;20010627;80000;2;Raiffeisenbank Region Zofingen;1;1;1;Raiffeisen;;Postfach 160;4665;Oftringen;062 789 50 50;062 789 50 55;
1555;80721;1;0;80721;CH;50-5816-3; 50-5311-2;;;20000419;80000;3;Raiffeisenbank Region Zofingen;1;1;1;Raiffeisen;;;4800;Zofingen;062 746 20 00;062 746 20 05;
1556;80722;0;;;;50-3596-6;;;;20050601;80000;2;Raiffeisenbank Schinznach-Villnachern;1;1;1;Raiffeisen;Oberdorfstr. 8;;5107;Schinznach Dorf;056 443 29 76;056 443 29 78;
1557;80722;0;;;;50-6443-7;;;;20050601;80000;2;Raiffeisenbank Schinznach-Villnachern;1;1;1;Raiffeisen;Oberdorfstr. 8;;5107;Schinznach Dorf;056 443 29 76;056 443 29 78;
1558;80723;1;0;80723;CH;50-9699-2;50-9699-2;;;20000426;80000;2;Raiffeisenbank Reitnau-Rued;1;1;1;Raiffeisen;Turnhallenstrasse 435;;5044;Schlossrued;062 739 20 20;062 739 20 25;
1559;80723;1;0;80723;CH;50-6968-3; 50-9699-2;;;19990429;80000;3;Raiffeisenbank Reitnau-Rued;1;1;1;Raiffeisen;;;5046;Schmiedrued-Walde;062 726 17 27;062 726 10 31;
1560;80728;1;0;80728;CH;50-1914-7;50-1914-7;;;20031002;80000;2;Raiffeisenbank Oberfreiamt;1;1;1;Raiffeisen;Bremgartenstrasse 12;Postfach 90;5643;Sins;041 789 60 30;041 789 60 36;
1561;80733;0;;;;50-2062-6;;;;20050601;80000;2;Raiffeisenbank Thalheim-Oberflachs;1;1;1;Raiffeisen;Hegi 360;;5112;Thalheim AG;056 443 22 64;056 443 22 75;
1562;80733;0;;;;50-4950-6;;;;20050601;80000;2;Raiffeisenbank Thalheim-Oberflachs;1;1;1;Raiffeisen;Hegi 360;;5112;Thalheim AG;056 443 22 64;056 443 22 75;
1563;80736;1;0;80736;CH;50-977-6;50-977-6;;;20000419;80000;2;Raiffeisenbank Villmergen;1;1;1;Raiffeisen;;Postfach 187;5612;Villmergen;056 618 77 11;056 618 77 37;
1564;80736;1;0;80736;CH;50-239-3; 50-977-6;;;20000419;80000;3;Raiffeisenbank Villmergen;1;1;1;Raiffeisen;;;5605;Dottikon;056 616 90 80;056 616 90 87;
1565;80736;1;0;80736;CH;50-3345-4; 50-977-6;;;20000419;80000;3;Raiffeisenbank Villmergen;1;1;1;Raiffeisen;;;5607;Hägglingen;056 616 90 90;056 616 90 97;
1566;80740;1;0;80740;CH;50-2572-8;50-2572-8;;;20030504;80000;2;Raiffeisenbank Lägern-Baregg;1;1;1;Raiffeisen;St. Bernhardstrasse 4;Postfach 2263;5430;Wettingen;056 437 47 47;056 437 47 77;
1567;80744;1;0;80744;CH;50-6418-8;50-6418-8;;;20051216;80000;2;Raiffeisenbank Wohlen;1;1;1;Raiffeisen;Stegmattweg 1;Postfach 12;5610;Wohlen AG 2;056 618 48 48;056 618 48 38;
1568;80744;1;0;80744;CH;50-3546-5; 50-6418-8;;;20030222;80000;3;Raiffeisenbank Wohlen;1;1;1;Raiffeisen;;;5622;Waltenschwil;056 618 48 80;056 618 48 81;
1569;80744;1;0;80744;CH;50-8334-8; 50-6418-8;;;20030222;80000;3;Raiffeisenbank Wohlen;1;1;1;Raiffeisen;;;5622;Waltenschwil;056 618 48 80;056 618 48 81;
1570;80744;1;0;80744;CH;50-14123-7; 50-6418-8;;;20051223;80000;3;Raiffeisenbank Wohlen;1;1;1;Raiffeisen;;;5524;Niederwil AG;056 618 70 60;056 618 70 61;
1571;80746;1;0;80746;CH;50-752-1;50-752-1;;;20020501;80000;2;Raiffeisenbank Siggenthal-Würenlingen;1;1;1;Raiffeisen;;Postfach 48;5303;Würenlingen;056 297 41 41;056 297 41 51;
1572;80747;1;0;80747;CH;50-2919-5;50-2919-5;;;20000823;80000;2;Raiffeisenbank Würenlos;1;1;1;Raiffeisen;;Postfach;5436;Würenlos;056 436 70 20;056 436 70 39;
1573;80747;1;0;80747;CH;50-2566-9; 50-2919-5;;;20020921;80000;3;Raiffeisenbank Würenlos;1;1;1;Raiffeisen;Albertstrasse 4;;5432;Neuenhof;056 436 70 20;056 436 70 39;
1574;80747;1;0;80747;CH;50-6627-3; 50-2919-5;;;20020921;80000;3;Raiffeisenbank Würenlos;1;1;1;Raiffeisen;Dorfstrasse 62;;8957;Spreitenbach;056 436 70 20;056 436 70 39;
1575;80748;1;0;80748;CH;50-10014-3;50-10014-3;;;20050521;80000;2;Raiffeisenbank Wegenstettertal;1;1;1;Raiffeisen;Haldengasse 1;;4314;Zeiningen;061 855 90 20;061 855 90 39;
1576;80748;1;0;80748;CH;40-13779-2; 50-10014-3;;;20050528;80000;3;Raiffeisenbank Wegenstettertal;1;1;1;Raiffeisen;;;4316;Hellikon;061 855 90 20;061 855 90 39;
1577;80749;1;0;80749;CH;50-12998-4;50-12998-4;;;20040825;80000;2;Raiffeisenbank Zufikon;1;1;1;Raiffeisen;Oberdorfstrasse 4;;5621;Zufikon;056 648 20 30;056 633 96 19;
1578;80771;1;0;80771;CH;40-35060-9;40-35060-9;;;20050101;80000;2;Raiffeisenbank Oberbaselbiet;1;1;1;Raiffeisen;Poststrasse 5;Postfach;4460;Gelterkinden;061 985 98 00;061 985 98 01;
1579;80771;1;0;80771;CH;40-517-0; 40-35060-9;;;20050126;80000;3;Raiffeisenbank Oberbaselbiet;1;1;1;Raiffeisen;Hauptstrasse 5;;4463;Buus;061 985 98 00;061 985 98 01;
1580;80771;1;0;80771;CH;40-32569-8; 40-35060-9;;;20050126;80000;3;Raiffeisenbank Oberbaselbiet;1;1;1;Raiffeisen;Hauptstrasse 5;;4463;Buus;061 985 98 00;061 985 98 01;
1581;80771;1;0;80771;CH;46-4006-3; 40-35060-9;;;20050126;80000;3;Raiffeisenbank Oberbaselbiet;1;1;1;Raiffeisen;Hauptstrasse 5;;4463;Buus;061 985 98 00;061 985 98 01;
1582;80773;1;0;80773;CH;40-31200-6;40-31200-6;;;20020601;80000;2;Raiffeisenbank Liestal;1;1;1;Raiffeisen;Rathausstrasse 58;Postfach 162;4410;Liestal;061 926 60 60;061 926 60 66;
1583;80773;1;0;80773;CH;40-867-3; 40-31200-6;;;19990523;80000;3;Raiffeisenbank Liestal;1;1;1;Raiffeisen;;;4456;Tenniken;061 971 16 76;061 971 90 40;
1584;80774;1;0;80774;CH;40-5034-4;40-5034-4;;;20050414;80000;2;Raiffeisenbank Oberwil Bottmingen Biel-Benken Binningen;1;1;1;Raiffeisen;Hauptstrasse 16;Postfach 648;4104;Oberwil BL;061 406 92 00;061 406 92 01;
1585;80775;1;0;80775;CH;40-8710-9;40-8710-9;;;20021011;80000;2;Raiffeisenbank Allschwil-Schönenbuch;1;1;1;Raiffeisen;Baslerstrasse 70;Postfach;4123;Allschwil 2;061 487 80 80;061 487 80 81;
1586;80776;1;0;80776;CH;40-6868-3;40-6868-3;;;20060126;80000;2;Raiffeisenbank Arlesheim;1;1;1;Raiffeisen;Hauptstr. 3;;4144;Arlesheim;061 465 74 74;061 465 74 50;
1587;80777;1;0;80777;CH;40-7973-3;40-7973-3;;;20000419;80000;2;Raiffeisenbank Ettingen;1;1;1;Raiffeisen;Hauptstr. 20;;4107;Ettingen;061 721 10 60;061 721 33 30;
1588;80779;1;0;80779;CH;40-1440-6;40-1440-6;;;20020127;80000;2;Raiffeisenbank Aesch-Pfeffingen;1;1;1;Raiffeisen;;Postfach 460;4147;Aesch BL;061 756 50 50;061 756 50 51;
1589;80780;1;0;80780;CH;40-6417-3;40-6417-3;;;20031011;80000;2;Raiffeisenbank Reinach BL;1;1;1;Raiffeisen;Hauptstrasse 9;Postfach 460;4153;Reinach BL;061 717 98 68;061 711 43 90;
1590;80784;1;0;80784;CH;40-7242-0;40-7242-0;;;20000419;80000;2;Raiffeisenbank Therwil;1;1;1;Raiffeisen;Bahnhofstr. 21;;4106;Therwil;061 726 90 00;061 726 90 10;
1591;80794;1;0;80794;CH;30-7961-9;30-7961-9;;;20000419;80000;2;Raiffeisenbank Diemtigen;1;1;1;Raiffeisen;;Postfach 36;3753;Oey;033 681 80 40;033 681 80 41;
1592;80794;1;0;80794;CH;30-6042-8; 30-7961-9;;;20000601;80000;3;Raiffeisenbank Diemtigen;1;1;1;Raiffeisen;;;3752;Wimmis;033 657 80 40;033 657 80 41;
1593;80794;1;0;80794;CH;30-13291-4; 30-7961-9;;;20000419;80000;3;Raiffeisenbank Diemtigen;1;1;1;Raiffeisen;;;3647;Reutigen;033 657 80 50;033 657 80 51;
1594;80795;0;;;;30-18273-1;;;;20000419;80000;2;Raiffeisenbank Innertkirchen;1;1;1;Raiffeisen;;Postfach 62;3862;Innertkirchen;033 972 10 80;033 972 10 88;
1595;80795;0;;;;30-9619-3;;;;20010824;80000;3;Raiffeisenbank Innertkirchen;1;1;1;Raiffeisen;;;3864;Guttannen;033 973 13 73;033 973 13 75;
1596;80801;0;;;;30-20066-9;;;;20050601;80000;2;Raiffeisenbank Wilderswil Gsteigwiler Saxeten;1;1;1;Raiffeisen;Lehngasse 16;Postfach 104;3812;Wilderswil;033 827 90 10;033 822 92 41;
1597;80801;0;;;;30-10347-4;;;;20050601;80000;2;Raiffeisenbank Wilderswil Gsteigwiler Saxeten;1;1;1;Raiffeisen;Lehngasse 16;Postfach 104;3812;Wilderswil;033 827 90 10;033 822 92 41;
1598;80801;0;;;;30-32758-8;;;;20050601;80000;2;Raiffeisenbank Wilderswil Gsteigwiler Saxeten;1;1;1;Raiffeisen;Lehngasse 16;Postfach 104;3812;Wilderswil;033 827 90 10;033 822 92 41;
1599;80811;1;0;80811;CH;30-32156-2;30-32156-2;;;20051020;80000;2;Raiffeisenbank Kiesental;1;1;1;Raiffeisen;Bernstrasse 13;Postfach;3533;Bowil;031 712 15 15;031 712 15 19;
1600;80811;1;0;80811;CH;30-13322-6; 30-32156-2;;;20000419;80000;3;Raiffeisenbank Kiesental;1;1;1;Raiffeisen;;;3672;Oberdiessbach;031 771 39 49;031 771 39 50;
1601;80811;1;0;80811;CH;30-28554-4; 30-32156-2;;;20000620;80000;3;Raiffeisenbank Kiesental;1;1;1;Raiffeisen;Badhaus;;3615;Heimenschwand;033 453 25 33;033 453 25 30;
1602;80811;1;0;80811;CH;34-4398-1; 30-32156-2;;;20040825;80000;3;Raiffeisenbank Kiesental;1;1;1;Raiffeisen;Dorf;;3673;Linden;031 771 22 32;031 771 34 63;
1603;80811;1;0;80811;CH;34-4477-3; 30-32156-2;;;20001019;80000;3;Raiffeisenbank Kiesental;1;1;1;Raiffeisen;;;3110;Münsingen;031 724 14 14;031 724 14 15;
1604;80816;1;0;80816;CH;30-7676-6;30-7676-6;;;20011228;80000;2;Raiffeisenbank Niedersimmental-West;1;1;1;Raiffeisen;;Postfach 50;3762;Erlenbach im Simmental;033 681 80 30;033 681 24 12;
1605;80816;1;0;80816;CH;30-8731-7; 30-7676-6;;;20010628;80000;3;Raiffeisenbank Niedersimmental-West;1;1;1;Raiffeisen;;Postfach 26;3763;Därstetten;033 783 83 83;033 783 83 80;
1606;80816;1;0;80816;CH;30-13154-5; 30-7676-6;;;20021228;80000;3;Raiffeisenbank Niedersimmental-West;1;1;1;Raiffeisen;Hüpbach;;3765;Oberwil im Simmental;033 783 83 53;033 783 18 40;
1607;80817;1;0;80817;CH;30-22804-5;30-22804-5;;;20040122;80000;2;Raiffeisenbank Steffisburg;1;1;1;Raiffeisen;Höchhusweg 4;Postfach 267;3612;Steffisburg;033 439 23 92;033 439 23 93;
1608;80817;1;0;80817;CH;30-11596-3; 30-22804-5;;;20031219;80000;3;Raiffeisenbank Steffisburg;1;1;1;Raiffeisen;;;3657;Schwanden (Sigriswil);033 439 23 92;033 439 23 93;
1609;80817;1;0;80817;CH;30-13890-7; 30-22804-5;;;20040123;80000;3;Raiffeisenbank Steffisburg;1;1;1;Raiffeisen;Dorfstrasse 44;;3622;Homberg b. Thun;033 439 23 92;033 439 23 93;
1610;80817;1;0;80817;CH;30-24824-3; 30-22804-5;;;20060126;80000;3;Raiffeisenbank Steffisburg;1;1;1;Raiffeisen;;;3617;Fahrni b. Thun;033 453 81 00;033 439 23 93;
1611;80817;1;0;80817;CH;30-30344-4; 30-22804-5;;;20060126;80000;3;Raiffeisenbank Steffisburg;1;1;1;Raiffeisen;Ried 75 K;;3614;Unterlangenegg;033 453 81 00;033 439 23 93;
1612;80817;1;0;80817;CH;34-2505-9; 30-22804-5;;;20060126;80000;3;Raiffeisenbank Steffisburg;1;1;1;Raiffeisen;Linden;;3619;Eriz;033 453 81 00;033 439 23 93;
1613;80819;1;0;80819;CH;30-15426-9;30-15426-9;;;20051101;80000;2;Raiffeisenbank Grauholz;1;1;1;Raiffeisen;Zentrum 32;;3322;Urtenen-Schönbühl;031 850 08 50;031 850 08 51;
1614;80820;1;0;80820;CH;30-8660-1;30-8660-1;;;20020823;80000;2;Raiffeisenbank Frutigland;1;1;1;Raiffeisen;Marktplatz;Postfach 32;3714;Frutigen;033 672 80 10;033 672 80 19;
1615;80823;1;0;80823;CH;34-4189-8;34-4189-8;;;20000419;80000;2;Raiffeisenbank Saanenland;1;1;1;Raiffeisen;Anderhalbacher;;3784;Feutersoey;033 755 19 20;033 755 19 46;
1616;80833;1;0;80833;CH;25-5389-7;25-5389-7;;;20030508;80000;2;Raiffeisenbank Bielersee;1;1;1;Raiffeisen;Hauptstrasse 17;Postfach 92;2563;Ipsach;032 331 63 64;032 331 98 62;
1617;80833;1;0;80833;CH;25-4408-9; 25-5389-7;;;20000426;80000;3;Raiffeisenbank Bielersee;1;1;1;Raiffeisen;Hauptstrasse 17;Postfach 92;2563;Ipsach;032 331 63 64;032 331 98 62;
1618;80833;1;0;80833;CH;30-6085-5; 25-5389-7;;;20030925;80000;3;Raiffeisenbank Bielersee;1;1;1;Raiffeisen;Dorfplatz 8;;3232;Ins;032 312 80 50;032 312 80 51;
1619;80837;1;0;80837;CH;30-7593-5;30-7593-5;;;20031212;80000;2;Raiffeisenbank Lütschinentäler;1;1;1;Raiffeisen;im Raiffeisenhaus;Postfach;3822;Lauterbrunnen;033 854 11 11;033 856 22 28;
1620;80837;1;0;80837;CH;30-17024-8; 30-7593-5;;;20010628;80000;3;Raiffeisenbank Lütschinentäler;1;1;1;Raiffeisen;;;3818;Grindelwald;033 854 11 11;033 854 11 12;
1621;80837;1;0;80837;CH;30-24201-5; 30-7593-5;;;20020127;80000;3;Raiffeisenbank Lütschinentäler;1;1;1;Raiffeisen;Gemeindeschreiberei;;3816;Lütschental;033 854 11 11;033 854 11 12;
1622;80837;1;0;80837;CH;30-29171-9; 30-7593-5;;;20000603;80000;3;Raiffeisenbank Lütschinentäler;1;1;1;Raiffeisen;;;3823;Wengen;033 854 11 11;033 856 22 29;
1623;80838;1;0;80838;CH;30-2028-5;30-2028-5;;;20020615;80000;2;Raiffeisenbank Thunersee-Süd;1;1;1;Raiffeisen;Bahnhofstrasse 12;Postfach 566;3700;Spiez;033 655 88 88;033 655 88 89;
